icon_name	target_size	category	source	source_dimensions	decoder
bomb	24	apps	kmenuedit/icons/mini-bomb.xpm	16x14	xpm-fallback
bomb	32	apps	kmenuedit/icons/mini-bomb.xpm	16x14	xpm-fallback
bomb	48	apps	kmenuedit/icons/mini-bomb.xpm	16x14	xpm-fallback
book1	16	apps	kmenuedit/icons/mini-book1.xpm	16x14	xpm-fallback
book1	22	apps	kmenuedit/icons/mini-book1.xpm	16x14	xpm-fallback
book1	24	apps	kmenuedit/icons/mini-book1.xpm	16x14	xpm-fallback
book1	32	apps	kmenuedit/icons/mini-book1.xpm	16x14	xpm-fallback
book1	48	apps	kmenuedit/icons/mini-book1.xpm	16x14	xpm-fallback
book2	16	apps	kmenuedit/icons/mini-book2.xpm	16x14	xpm-fallback
book2	22	apps	kmenuedit/icons/mini-book2.xpm	16x14	xpm-fallback
book2	24	apps	kmenuedit/icons/mini-book2.xpm	16x14	xpm-fallback
book2	32	apps	kmenuedit/icons/mini-book2.xpm	16x14	xpm-fallback
book2	48	apps	kmenuedit/icons/mini-book2.xpm	16x14	xpm-fallback
bottom	16	actions	pics/toolbar/bottom.xpm	22x22	pillow
bottom	22	actions	pics/toolbar/bottom.xpm	22x22	pillow
bottom	24	actions	pics/toolbar/bottom.xpm	22x22	pillow
bottom	32	actions	pics/toolbar/bottom.xpm	22x22	pillow
bottom	48	actions	pics/toolbar/bottom.xpm	22x22	pillow
bug1	16	apps	kmenuedit/icons/mini-bug1.xpm	16x14	xpm-fallback
bug1	22	apps	kmenuedit/icons/mini-bug1.xpm	16x14	xpm-fallback
bug1	24	apps	kmenuedit/icons/mini-bug1.xpm	16x14	xpm-fallback
bug1	32	apps	kmenuedit/icons/mini-bug1.xpm	16x14	xpm-fallback
bug1	48	apps	kmenuedit/icons/mini-bug1.xpm	16x14	xpm-fallback
bug2	16	apps	kmenuedit/icons/mini-bug2.xpm	16x14	xpm-fallback
bug2	22	apps	kmenuedit/icons/mini-bug2.xpm	16x14	xpm-fallback
bug2	24	apps	kmenuedit/icons/mini-bug2.xpm	16x14	xpm-fallback
bug2	32	apps	kmenuedit/icons/mini-bug2.xpm	16x14	xpm-fallback
bug2	48	apps	kmenuedit/icons/mini-bug2.xpm	16x14	xpm-fallback
bx2	16	apps	kmenuedit/icons/mini-bx2.xpm	16x14	xpm-fallback
bx2	22	apps	kmenuedit/icons/mini-bx2.xpm	16x14	xpm-fallback
bx2	24	apps	kmenuedit/icons/mini-bx2.xpm	16x14	xpm-fallback
bx2	32	apps	kmenuedit/icons/mini-bx2.xpm	16x14	xpm-fallback
bx2	48	apps	kmenuedit/icons/mini-bx2.xpm	16x14	xpm-fallback
c-src	16	apps	pics/c_src.xpm	32x32	xpm-fallback
c-src	22	apps	pics/c_src.xpm	32x32	xpm-fallback
c-src	24	apps	pics/c_src.xpm	32x32	xpm-fallback
c-src	32	apps	pics/c_src.xpm	32x32	xpm-fallback
c-src	48	apps	pics/c_src.xpm	32x32	xpm-fallback
calc	16	apps	kmenuedit/icons/mini-calc.xpm	16x14	xpm-fallback
calc	22	apps	kmenuedit/icons/mini-calc.xpm	16x14	xpm-fallback
calc	24	apps	kmenuedit/icons/mini-calc.xpm	16x14	xpm-fallback
calc	32	apps	kmenuedit/icons/mini-calc.xpm	16x14	xpm-fallback
calc	48	apps	kmenuedit/icons/mini-calc.xpm	16x14	xpm-fallback
camera	16	apps	kmenuedit/icons/mini-camera.xpm	16x14	xpm-fallback
camera	22	apps	kmenuedit/icons/mini-camera.xpm	16x14	xpm-fallback
camera	24	apps	kmenuedit/icons/mini-camera.xpm	16x14	xpm-fallback
camera	32	apps	kmenuedit/icons/mini-camera.xpm	16x14	xpm-fallback
camera	48	apps	kmenuedit/icons/mini-camera.xpm	16x14	xpm-fallback
cdlabel	16	apps	kmenuedit/icons/mini-cdlabel.xpm	16x14	xpm-fallback
cdlabel	22	apps	kmenuedit/icons/mini-cdlabel.xpm	16x14	xpm-fallback
cdlabel	24	apps	kmenuedit/icons/mini-cdlabel.xpm	16x14	xpm-fallback
cdlabel	32	apps	kmenuedit/icons/mini-cdlabel.xpm	16x14	xpm-fallback
cdlabel	48	apps	kmenuedit/icons/mini-cdlabel.xpm	16x14	xpm-fallback
cdrom-mount	16	places	pics/cdrom_mount.xpm	32x32	xpm-fallback
cdrom-mount	22	places	pics/cdrom_mount.xpm	32x32	xpm-fallback
cdrom-mount	24	places	pics/cdrom_mount.xpm	32x32	xpm-fallback
cdrom-mount	32	places	pics/cdrom_mount.xpm	32x32	xpm-fallback
cdrom-mount	48	places	pics/cdrom_mount.xpm	32x32	xpm-fallback
cdrom-unmount	16	places	pics/cdrom_unmount.xpm	32x32	xpm-fallback
cdrom-unmount	22	places	pics/cdrom_unmount.xpm	32x32	xpm-fallback
cdrom-unmount	24	places	pics/cdrom_unmount.xpm	32x32	xpm-fallback
cdrom-unmount	32	places	pics/cdrom_unmount.xpm	32x32	xpm-fallback
cdrom-unmount	48	places	pics/cdrom_unmount.xpm	32x32	xpm-fallback
chardevice	16	apps	pics/chardevice.xpm	32x32	xpm-fallback
chardevice	22	apps	pics/chardevice.xpm	32x32	xpm-fallback
chardevice	24	apps	pics/chardevice.xpm	32x32	xpm-fallback
chardevice	32	apps	pics/chardevice.xpm	32x32	xpm-fallback
chardevice	48	apps	pics/chardevice.xpm	32x32	xpm-fallback
clock	16	apps	kmenuedit/icons/mini-clock.xpm	16x14	xpm-fallback
clock	22	apps	kmenuedit/icons/mini-clock.xpm	16x14	xpm-fallback
clock	24	apps	kmenuedit/icons/mini-clock.xpm	16x14	xpm-fallback
clock	32	apps	kmenuedit/icons/mini-clock.xpm	16x14	xpm-fallback
clock	48	apps	kmenuedit/icons/mini-clock.xpm	16x14	xpm-fallback
closed	16	apps	pics/closed.xpm	15x13	xpm-fallback
closed	22	apps	pics/closed.xpm	15x13	xpm-fallback
closed	24	apps	pics/closed.xpm	15x13	xpm-fallback
closed	32	apps	pics/closed.xpm	15x13	xpm-fallback
closed	48	apps	pics/closed.xpm	15x13	xpm-fallback
colors	16	apps	kmenuedit/icons/mini-colors.xpm	16x14	xpm-fallback
colors	22	apps	kmenuedit/icons/mini-colors.xpm	16x14	xpm-fallback
colors	24	apps	kmenuedit/icons/mini-colors.xpm	16x14	xpm-fallback
colors	32	apps	kmenuedit/icons/mini-colors.xpm	16x14	xpm-fallback
colors	48	apps	kmenuedit/icons/mini-colors.xpm	16x14	xpm-fallback
connect	16	apps	kmenuedit/icons/mini-connect.xpm	16x14	xpm-fallback
connect	22	apps	kmenuedit/icons/mini-connect.xpm	16x14	xpm-fallback
connect	24	apps	kmenuedit/icons/mini-connect.xpm	16x14	xpm-fallback
connect	32	apps	kmenuedit/icons/mini-connect.xpm	16x14	xpm-fallback
connect	48	apps	kmenuedit/icons/mini-connect.xpm	16x14	xpm-fallback
connected	16	apps	kmenuedit/icons/mini-connected.xpm	16x14	pillow
connected	22	apps	kmenuedit/icons/mini-connected.xpm	16x14	pillow
connected	24	apps	kmenuedit/icons/mini-connected.xpm	16x14	pillow
connected	32	apps	kmenuedit/icons/mini-connected.xpm	16x14	pillow
connected	48	apps	kmenuedit/icons/mini-connected.xpm	16x14	pillow
contents	16	actions	pics/toolbar/contents.xpm	22x22	pillow
contents	22	actions	pics/toolbar/contents.xpm	22x22	pillow
contents	24	actions	pics/toolbar/contents.xpm	22x22	pillow
contents	32	actions	pics/toolbar/contents.xpm	22x22	pillow
contents	48	actions	pics/toolbar/contents.xpm	22x22	pillow
core	16	apps	pics/core.xpm	32x32	xpm-fallback
core	22	apps	pics/core.xpm	32x32	xpm-fallback
core	24	apps	pics/core.xpm	32x32	xpm-fallback
core	32	apps	pics/core.xpm	32x32	xpm-fallback
core	48	apps	pics/core.xpm	32x32	xpm-fallback
cross	16	apps	kmenuedit/icons/mini-cross.xpm	16x14	xpm-fallback
cross	22	apps	kmenuedit/icons/mini-cross.xpm	16x14	xpm-fallback
cross	24	apps	kmenuedit/icons/mini-cross.xpm	16x14	xpm-fallback
cross	32	apps	kmenuedit/icons/mini-cross.xpm	16x14	xpm-fallback
cross	48	apps	kmenuedit/icons/mini-cross.xpm	16x14	xpm-fallback
default	16	apps	kdm/pics/default.xpm	64x64	xpm-fallback
default	22	apps	kdm/pics/default.xpm	64x64	xpm-fallback
default	24	apps	kdm/pics/default.xpm	64x64	xpm-fallback
default	32	apps	kdm/pics/default.xpm	64x64	xpm-fallback
default	48	apps	kdm/pics/default.xpm	64x64	xpm-fallback
default2	16	apps	kdm/pics/default2.xpm	71x66	xpm-fallback
default2	22	apps	kdm/pics/default2.xpm	71x66	xpm-fallback
default2	24	apps	kdm/pics/default2.xpm	71x66	xpm-fallback
default2	32	apps	kdm/pics/default2.xpm	71x66	xpm-fallback
default2	48	apps	kdm/pics/default2.xpm	71x66	xpm-fallback
delete	16	actions	kfind/pics/delete.xpm	22x22	xpm-fallback
delete	22	actions	kfind/pics/delete.xpm	22x22	xpm-fallback
delete	24	actions	kfind/pics/delete.xpm	22x22	xpm-fallback
delete	32	actions	kfind/pics/delete.xpm	22x22	xpm-fallback
delete	48	actions	kfind/pics/delete.xpm	22x22	xpm-fallback
devious	16	actions	pics/toolbar/devious.xpm	22x22	pillow
devious	22	actions	pics/toolbar/devious.xpm	22x22	pillow
devious	24	actions	pics/toolbar/devious.xpm	22x22	pillow
devious	32	actions	pics/toolbar/devious.xpm	22x22	pillow
devious	48	actions	pics/toolbar/devious.xpm	22x22	pillow
display	16	apps	kmenuedit/icons/mini-display.xpm	16x14	xpm-fallback
display	22	apps	kmenuedit/icons/mini-display.xpm	16x14	xpm-fallback
display	24	apps	kmenuedit/icons/mini-display.xpm	16x14	xpm-fallback
display	32	apps	kmenuedit/icons/mini-display.xpm	16x14	xpm-fallback
display	48	apps	kmenuedit/icons/mini-display.xpm	16x14	xpm-fallback
doc	16	apps	kmenuedit/icons/mini-doc.xpm	16x14	xpm-fallback
doc	22	apps	kmenuedit/icons/mini-doc.xpm	16x14	xpm-fallback
doc	24	apps	kmenuedit/icons/mini-doc.xpm	16x14	xpm-fallback
doc	32	apps	kmenuedit/icons/mini-doc.xpm	16x14	xpm-fallback
doc	48	apps	kmenuedit/icons/mini-doc.xpm	16x14	xpm-fallback
document	16	mimetypes	pics/document.xpm	32x32	xpm-fallback
document	22	mimetypes	pics/document.xpm	32x32	xpm-fallback
document	24	mimetypes	pics/document.xpm	32x32	xpm-fallback
document	32	mimetypes	pics/document.xpm	32x32	xpm-fallback
document	48	mimetypes	pics/document.xpm	32x32	xpm-fallback
down	16	actions	pics/toolbar/down.xpm	22x22	pillow
down	22	actions	pics/toolbar/down.xpm	22x22	pillow
down	24	actions	pics/toolbar/down.xpm	22x22	pillow
down	32	actions	pics/toolbar/down.xpm	22x22	pillow
down	48	actions	pics/toolbar/down.xpm	22x22	pillow
dvi	16	apps	pics/dvi.xpm	32x32	xpm-fallback
dvi	22	apps	pics/dvi.xpm	32x32	xpm-fallback
dvi	24	apps	pics/dvi.xpm	32x32	xpm-fallback
dvi	32	apps	pics/dvi.xpm	32x32	xpm-fallback
dvi	48	apps	pics/dvi.xpm	32x32	xpm-fallback
edit	16	actions	kmenuedit/icons/mini-edit.xpm	16x14	pillow
edit	22	actions	kmenuedit/icons/mini-edit.xpm	16x14	pillow
edit	24	actions	kmenuedit/icons/mini-edit.xpm	16x14	pillow
edit	32	actions	kmenuedit/icons/mini-edit.xpm	16x14	pillow
edit	48	actions	kmenuedit/icons/mini-edit.xpm	16x14	pillow
editcopy	16	actions	pics/toolbar/editcopy.xpm	22x22	pillow
editcopy	22	actions	pics/toolbar/editcopy.xpm	22x22	pillow
editcopy	24	actions	pics/toolbar/editcopy.xpm	22x22	pillow
editcopy	32	actions	pics/toolbar/editcopy.xpm	22x22	pillow
editcopy	48	actions	pics/toolbar/editcopy.xpm	22x22	pillow
editcut	16	actions	pics/toolbar/editcut.xpm	22x22	pillow
editcut	22	actions	pics/toolbar/editcut.xpm	22x22	pillow
editcut	24	actions	pics/toolbar/editcut.xpm	22x22	pillow
editcut	32	actions	pics/toolbar/editcut.xpm	22x22	pillow
editcut	48	actions	pics/toolbar/editcut.xpm	22x22	pillow
editpaste	16	actions	pics/toolbar/editpaste.xpm	22x22	pillow
editpaste	22	actions	pics/toolbar/editpaste.xpm	22x22	pillow
editpaste	24	actions	pics/toolbar/editpaste.xpm	22x22	pillow
editpaste	32	actions	pics/toolbar/editpaste.xpm	22x22	pillow
editpaste	48	actions	pics/toolbar/editpaste.xpm	22x22	pillow
error	16	apps	kfm/pics/error.xpm	48x48	xpm-fallback
error	22	apps	kfm/pics/error.xpm	48x48	xpm-fallback
error	24	apps	kfm/pics/error.xpm	48x48	xpm-fallback
error	32	apps	kfm/pics/error.xpm	48x48	xpm-fallback
error	48	apps	kfm/pics/error.xpm	48x48	xpm-fallback
exclam	16	apps	kmenuedit/icons/mini-exclam.xpm	16x14	xpm-fallback
exclam	22	apps	kmenuedit/icons/mini-exclam.xpm	16x14	xpm-fallback
exclam	24	apps	kmenuedit/icons/mini-exclam.xpm	16x14	xpm-fallback
exclam	32	apps	kmenuedit/icons/mini-exclam.xpm	16x14	xpm-fallback
exclam	48	apps	kmenuedit/icons/mini-exclam.xpm	16x14	xpm-fallback
exclamation	16	actions	pics/toolbar/exclamation.xpm	22x22	pillow
exclamation	22	actions	pics/toolbar/exclamation.xpm	22x22	pillow
exclamation	24	actions	pics/toolbar/exclamation.xpm	22x22	pillow
exclamation	32	actions	pics/toolbar/exclamation.xpm	22x22	pillow
exclamation	48	actions	pics/toolbar/exclamation.xpm	22x22	pillow
exec	16	actions	pics/exec.xpm	32x32	xpm-fallback
exec	22	actions	pics/exec.xpm	32x32	xpm-fallback
exec	24	actions	pics/exec.xpm	32x32	xpm-fallback
exec	32	actions	pics/exec.xpm	32x32	xpm-fallback
exec	48	actions	pics/exec.xpm	32x32	xpm-fallback
exit	16	actions	pics/exit.xpm	22x22	xpm-fallback
exit	22	actions	pics/exit.xpm	22x22	xpm-fallback
exit	24	actions	pics/exit.xpm	22x22	xpm-fallback
exit	32	actions	pics/exit.xpm	22x22	xpm-fallback
exit	48	actions	pics/exit.xpm	22x22	xpm-fallback
exp	16	apps	kmenuedit/icons/mini-exp.xpm	16x14	xpm-fallback
exp	22	apps	kmenuedit/icons/mini-exp.xpm	16x14	xpm-fallback
exp	24	apps	kmenuedit/icons/mini-exp.xpm	16x14	xpm-fallback
exp	32	apps	kmenuedit/icons/mini-exp.xpm	16x14	xpm-fallback
exp	48	apps	kmenuedit/icons/mini-exp.xpm	16x14	xpm-fallback
eyes	16	apps	kmenuedit/icons/mini-eyes.xpm	16x14	xpm-fallback
eyes	22	apps	kmenuedit/icons/mini-eyes.xpm	16x14	xpm-fallback
eyes	24	apps	kmenuedit/icons/mini-eyes.xpm	16x14	xpm-fallback
eyes	32	apps	kmenuedit/icons/mini-eyes.xpm	16x14	xpm-fallback
eyes	48	apps	kmenuedit/icons/mini-eyes.xpm	16x14	xpm-fallback
f-src	16	apps	pics/f_src.xpm	32x32	xpm-fallback
f-src	22	apps	pics/f_src.xpm	32x32	xpm-fallback
f-src	24	apps	pics/f_src.xpm	32x32	xpm-fallback
f-src	32	apps	pics/f_src.xpm	32x32	xpm-fallback
f-src	48	apps	pics/f_src.xpm	32x32	xpm-fallback
filefloppy	16	actions	pics/toolbar/filefloppy.xpm	22x22	pillow
filefloppy	22	actions	pics/toolbar/filefloppy.xpm	22x22	pillow
filefloppy	24	actions	pics/toolbar/filefloppy.xpm	22x22	pillow
filefloppy	32	actions	pics/toolbar/filefloppy.xpm	22x22	pillow
filefloppy	48	actions	pics/toolbar/filefloppy.xpm	22x22	pillow
filemail	16	actions	pics/toolbar/filemail.xpm	22x22	pillow
filemail	22	actions	pics/toolbar/filemail.xpm	22x22	pillow
filemail	24	actions	pics/toolbar/filemail.xpm	22x22	pillow
filemail	32	actions	pics/toolbar/filemail.xpm	22x22	pillow
filemail	48	actions	pics/toolbar/filemail.xpm	22x22	pillow
filemgr	16	apps	kmenuedit/icons/mini-filemgr.xpm	16x14	xpm-fallback
filemgr	22	apps	kmenuedit/icons/mini-filemgr.xpm	16x14	xpm-fallback
filemgr	24	apps	kmenuedit/icons/mini-filemgr.xpm	16x14	xpm-fallback
filemgr	32	apps	kmenuedit/icons/mini-filemgr.xpm	16x14	xpm-fallback
filemgr	48	apps	kmenuedit/icons/mini-filemgr.xpm	16x14	xpm-fallback
filenew	16	actions	pics/toolbar/filenew.xpm	22x22	pillow
filenew	22	actions	pics/toolbar/filenew.xpm	22x22	pillow
filenew	24	actions	pics/toolbar/filenew.xpm	22x22	pillow
filenew	32	actions	pics/toolbar/filenew.xpm	22x22	pillow
filenew	48	actions	pics/toolbar/filenew.xpm	22x22	pillow
fileopen	16	actions	pics/toolbar/fileopen.xpm	22x22	pillow
fileopen	22	actions	pics/toolbar/fileopen.xpm	22x22	pillow
fileopen	24	actions	pics/toolbar/fileopen.xpm	22x22	pillow
fileopen	32	actions	pics/toolbar/fileopen.xpm	22x22	pillow
fileopen	48	actions	pics/toolbar/fileopen.xpm	22x22	pillow
fileprint	16	actions	pics/toolbar/fileprint.xpm	22x22	pillow
fileprint	22	actions	pics/toolbar/fileprint.xpm	22x22	pillow
fileprint	24	actions	pics/toolbar/fileprint.xpm	22x22	pillow
fileprint	32	actions	pics/toolbar/fileprint.xpm	22x22	pillow
fileprint	48	actions	pics/toolbar/fileprint.xpm	22x22	pillow
finish	16	actions	pics/toolbar/finish.xpm	22x22	pillow
finish	22	actions	pics/toolbar/finish.xpm	22x22	pillow
finish	24	actions	pics/toolbar/finish.xpm	22x22	pillow
finish	32	actions	pics/toolbar/finish.xpm	22x22	pillow
finish	48	actions	pics/toolbar/finish.xpm	22x22	pillow
folder	16	places	pics/folder.xpm	32x32	xpm-fallback
folder	22	places	pics/folder.xpm	32x32	xpm-fallback
folder	24	places	pics/folder.xpm	32x32	xpm-fallback
folder	32	places	pics/folder.xpm	32x32	xpm-fallback
folder	48	places	pics/folder.xpm	32x32	xpm-fallback
font	16	apps	pics/font.xpm	32x32	xpm-fallback
font	22	apps	pics/font.xpm	32x32	xpm-fallback
font	24	apps	pics/font.xpm	32x32	xpm-fallback
font	32	apps	pics/font.xpm	32x32	xpm-fallback
font	48	apps	pics/font.xpm	32x32	xpm-fallback
forward	16	actions	pics/toolbar/forward.xpm	22x22	pillow
forward	22	actions	pics/toolbar/forward.xpm	22x22	pillow
forward	24	actions	pics/toolbar/forward.xpm	22x22	pillow
forward	32	actions	pics/toolbar/forward.xpm	22x22	pillow
forward	48	actions	pics/toolbar/forward.xpm	22x22	pillow
fractal	16	apps	kmenuedit/icons/mini-fractal.xpm	16x14	xpm-fallback
fractal	22	apps	kmenuedit/icons/mini-fractal.xpm	16x14	xpm-fallback
fractal	24	apps	kmenuedit/icons/mini-fractal.xpm	16x14	xpm-fallback
fractal	32	apps	kmenuedit/icons/mini-fractal.xpm	16x14	xpm-fallback
fractal	48	apps	kmenuedit/icons/mini-fractal.xpm	16x14	xpm-fallback
gball	16	apps	kmenuedit/icons/mini-gball.xpm	16x14	xpm-fallback
gball	22	apps	kmenuedit/icons/mini-gball.xpm	16x14	xpm-fallback
gball	24	apps	kmenuedit/icons/mini-gball.xpm	16x14	xpm-fallback
gball	32	apps	kmenuedit/icons/mini-gball.xpm	16x14	xpm-fallback
gball	48	apps	kmenuedit/icons/mini-gball.xpm	16x14	xpm-fallback
gf	16	apps	pics/gf.xpm	32x32	xpm-fallback
gf	22	apps	pics/gf.xpm	32x32	xpm-fallback
gf	24	apps	pics/gf.xpm	32x32	xpm-fallback
gf	32	apps	pics/gf.xpm	32x32	xpm-fallback
gf	48	apps	pics/gf.xpm	32x32	xpm-fallback
gv	16	apps	kmenuedit/icons/mini-gv.xpm	16x14	pillow
gv	22	apps	kmenuedit/icons/mini-gv.xpm	16x14	pillow
gv	24	apps	kmenuedit/icons/mini-gv.xpm	16x14	pillow
gv	32	apps	kmenuedit/icons/mini-gv.xpm	16x14	pillow
gv	48	apps	kmenuedit/icons/mini-gv.xpm	16x14	pillow
h-src	16	apps	pics/h_src.xpm	32x32	xpm-fallback
h-src	22	apps	pics/h_src.xpm	32x32	xpm-fallback
h-src	24	apps	pics/h_src.xpm	32x32	xpm-fallback
h-src	32	apps	pics/h_src.xpm	32x32	xpm-fallback
h-src	48	apps	pics/h_src.xpm	32x32	xpm-fallback
hammer	16	apps	kmenuedit/icons/mini-hammer.xpm	16x14	xpm-fallback
hammer	22	apps	kmenuedit/icons/mini-hammer.xpm	16x14	xpm-fallback
hammer	24	apps	kmenuedit/icons/mini-hammer.xpm	16x14	xpm-fallback
hammer	32	apps	kmenuedit/icons/mini-hammer.xpm	16x14	xpm-fallback
hammer	48	apps	kmenuedit/icons/mini-hammer.xpm	16x14	xpm-fallback
happy	16	apps	kmenuedit/icons/mini-happy.xpm	16x14	xpm-fallback
happy	22	apps	kmenuedit/icons/mini-happy.xpm	16x14	xpm-fallback
happy	24	apps	kmenuedit/icons/mini-happy.xpm	16x14	xpm-fallback
happy	32	apps	kmenuedit/icons/mini-happy.xpm	16x14	xpm-fallback
happy	48	apps	kmenuedit/icons/mini-happy.xpm	16x14	xpm-fallback
help	16	actions	pics/toolbar/help.xpm	22x22	pillow
help	22	actions	pics/toolbar/help.xpm	22x22	pillow
help	24	actions	pics/toolbar/help.xpm	22x22	pillow
help	32	actions	pics/toolbar/help.xpm	22x22	pillow
help	48	actions	pics/toolbar/help.xpm	22x22	pillow
hextris	16	apps	kmenuedit/icons/mini-hextris.xpm	16x14	xpm-fallback
hextris	22	apps	kmenuedit/icons/mini-hextris.xpm	16x14	xpm-fallback
hextris	24	apps	kmenuedit/icons/mini-hextris.xpm	16x14	xpm-fallback
hextris	32	apps	kmenuedit/icons/mini-hextris.xpm	16x14	xpm-fallback
hextris	48	apps	kmenuedit/icons/mini-hextris.xpm	16x14	xpm-fallback
home	16	places	pics/toolbar/home.xpm	22x22	pillow
home	22	places	pics/toolbar/home.xpm	22x22	pillow
home	24	places	pics/toolbar/home.xpm	22x22	pillow
home	32	places	pics/toolbar/home.xpm	22x22	pillow
home	48	places	pics/toolbar/home.xpm	22x22	pillow
html	16	mimetypes	pics/html.xpm	32x32	xpm-fallback
html	22	mimetypes	pics/html.xpm	32x32	xpm-fallback
html	24	mimetypes	pics/html.xpm	32x32	xpm-fallback
html	32	mimetypes	pics/html.xpm	32x32	xpm-fallback
html	48	mimetypes	pics/html.xpm	32x32	xpm-fallback
idea	16	apps	kfind/pics/idea.xpm	22x22	pillow
idea	22	apps	kfind/pics/idea.xpm	22x22	pillow
idea	24	apps	kfind/pics/idea.xpm	22x22	pillow
idea	32	apps	kfind/pics/idea.xpm	22x22	pillow
idea	48	apps	kfind/pics/idea.xpm	22x22	pillow
image	16	mimetypes	pics/image.xpm	32x32	xpm-fallback
image	22	mimetypes	pics/image.xpm	32x32	xpm-fallback
image	24	mimetypes	pics/image.xpm	32x32	xpm-fallback
image	32	mimetypes	pics/image.xpm	32x32	xpm-fallback
image	48	mimetypes	pics/image.xpm	32x32	xpm-fallback
info	16	apps	kfind/pics/info.xpm	22x22	xpm-fallback
info	22	apps	kfind/pics/info.xpm	22x22	xpm-fallback
info	24	apps	kfind/pics/info.xpm	22x22	xpm-fallback
info	32	apps	pics/info.xpm	32x32	xpm-fallback
info	48	apps	pics/info.xpm	32x32	xpm-fallback
java-src	16	apps	pics/java_src.xpm	32x32	xpm-fallback
java-src	22	apps	pics/java_src.xpm	32x32	xpm-fallback
java-src	24	apps	pics/java_src.xpm	32x32	xpm-fallback
java-src	32	apps	pics/java_src.xpm	32x32	xpm-fallback
java-src	48	apps	pics/java_src.xpm	32x32	xpm-fallback
k	16	apps	kmenuedit/icons/mini-k.xpm	14x14	pillow
